tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,nconst,director
tt0022268,movie,Platinum Blonde,1931,89,"Comedy,Romance",6.9,2655,nm0001008,Frank Capra
tt0022276,movie,Possessed,1931,76,"Drama,Romance",6.9,1570,nm0113284,Clarence Brown
tt0022286,movie,The Public Enemy,1931,83,"Crime,Drama",7.7,16733,nm0920074,William A. Wellman
tt0022335,movie,Safe in Hell,1931,73,"Crime,Drama",7,1082,nm0920074,William A. Wellman
tt0022395,movie,The Skin Game,1931,85,Drama,5.8,2698,nm0000033,Alfred Hitchcock
tt0022403,movie,Smart Money,1931,81,"Crime,Drama",6.8,1603,nm0337586,Alfred E. Green
tt0022436,movie,Street Scene,1931,80,"Drama,Romance",7.6,1391,nm0896542,King Vidor
tt0022453,movie,Susan Lenox (Her Fall and Rise),1931,76,"Drama,Romance",6.4,1048,nm0502752,Robert Z. Leonard
tt0022454,movie,Svengali,1931,81,"Drama,Horror,Romance",6.8,1627,nm0562845,Archie Mayo
tt0022458,movie,Tabu: A Story of the South Seas,1931,86,"Adventure,Drama,Romance",7.5,4633,nm0003638,F.W. Murnau
tt0022485,movie,Tokyo Chorus,1931,90,"Comedy,Drama",7.3,1164,nm0654868,Yasujirô Ozu
tt0022489,movie,Tonight or Never,1931,80,"Comedy,Romance",6.5,1294,nm0503777,Mervyn LeRoy
tt0022550,movie,Waterloo Bridge,1931,81,"Drama,Romance",7.5,2350,nm0001843,James Whale
tt0022599,movie,À Nous la Liberté,1931,104,"Comedy,Musical",7.5,3870,nm0163229,René Clair
tt0022626,movie,American Madness,1932,75,Drama,7.4,1724,nm0001008,Frank Capra
tt0022685,movie,A Bill of Divorcement,1932,70,Drama,6.5,1393,nm0002030,George Cukor
tt0022694,movie,The Blue Light,1932,85,"Drama,Fantasy,Mystery",6.8,1070,nm0051354,Béla Balázs
tt0022698,movie,Blonde Venus,1932,93,Drama,7.1,4072,nm0903049,Josef von Sternberg
tt0022700,movie,Blondie of the Follies,1932,91,"Comedy,Musical",6.5,1067,nm0332539,Edmund Goulding
tt0022718,movie,Boudu Saved from Drowning,1932,85,Comedy,7.4,4861,nm0719756,Jean Renoir
tt0022735,movie,The Cabin in the Cotton,1932,78,Drama,6.8,1377,nm0002031,Michael Curtiz
tt0022787,movie,Wooden Crosses,1932,115,"Drama,War",7.7,1131,nm0076368,Raymond Bernard
tt0022827,movie,Doctor X,1932,76,"Comedy,Crime,Horror",6.4,2600,nm0002031,Michael Curtiz
tt0022834,movie,Downstairs,1932,77,"Drama,Romance",6.7,1573,nm0068419,Monta Bell
tt0022835,movie,Dr. Jekyll and Mr. Hyde,1931,98,"Horror,Sci-Fi",7.6,11870,nm0541149,Rouben Mamoulian
tt0022867,movie,Ecstasy,1933,82,"Drama,Romance",6.7,1996,nm0532561,Gustav Machatý
tt0022877,movie,Fanny,1932,140,"Comedy,Drama",7.7,1431,nm0002165,Marc Allégret
tt0022879,movie,A Farewell to Arms,1932,80,"Drama,Romance,War",6.5,4694,nm0097648,Frank Borzage
tt0022905,movie,Forbidden,1932,85,"Drama,Romance",6.9,1242,nm0001008,Frank Capra
tt0022913,movie,Freaks,1932,64,Drama,7.9,39931,nm0115218,Tod Browning
tt0022958,movie,Grand Hotel,1932,112,"Drama,Romance",7.4,16313,nm0332539,Edmund Goulding
tt0023027,movie,Horse Feathers,1932,68,"Comedy,Musical,Romance",7.6,11195,nm0572851,Norman Z. McLeod
tt0023042,movie,I Am a Fugitive from a Chain Gang,1932,92,"Crime,Drama,Film-Noir",8.2,10996,nm0503777,Mervyn LeRoy
tt0023049,movie,If I Had a Million,1932,88,"Comedy,Drama",7,1509,nm0731596,Stephen Roberts
tt0023074,movie,Jewel Robbery,1932,68,"Comedy,Crime,Romance",7.3,1662,nm0226189,William Dieterle
tt0023158,movie,Love Me Tonight,1932,104,"Comedy,Musical,Romance",7.6,3403,nm0541149,Rouben Mamoulian
tt0023194,movie,The Mask of Fu Manchu,1932,68,"Adventure,Horror,Sci-Fi",6.3,2873,nm0102643,Charles Brabin
tt0023196,movie,Mata Hari,1931,89,"Crime,Drama,Romance",6.6,3119,nm0280463,George Fitzmaurice
tt0023238,movie,The Most Dangerous Game,1932,63,"Action,Adventure,Thriller",7.2,9674,nm0681635,Irving Pichel
tt0023241,movie,Movie Crazy,1932,84,"Comedy,Family,Romance",7.2,1280,nm0115669,Clyde Bruckman
tt0023245,movie,The Mummy,1932,73,"Fantasy,Horror",7.1,21866,nm0005713,Karl Freund
tt0023249,movie,Murders in the Rue Morgue,1932,61,"Crime,Horror,Mystery",6.4,3470,nm0282984,Robert Florey
tt0023285,movie,Number 17,1932,66,"Crime,Mystery,Thriller",5.8,4234,nm0000033,Alfred Hitchcock
tt0023293,movie,The Old Dark House,1932,72,"Comedy,Horror,Thriller",7.1,8382,nm0001843,James Whale
tt0023303,movie,One Hour with You,1932,78,"Comedy,Musical,Romance",7.2,1954,nm0002030,George Cukor
tt0023305,movie,One Way Passage,1932,67,"Comedy,Drama,Romance",7.5,3200,nm0307819,Tay Garnett
tt0023312,movie,Pack Up Your Troubles,1932,68,"Comedy,War",7.3,1945,nm0550892,George Marshall
tt0023349,movie,Polly of the Circus,1932,69,"Comedy,Drama,Romance",6.3,1035,nm0763453,Alfred Santell
tt0023362,movie,The Purchase Price,1932,68,"Comedy,Drama",6.4,1330,nm0920074,William A. Wellman
tt0023369,movie,Rain,1932,94,Drama,6.9,2240,nm0587277,Lewis Milestone
tt0023382,movie,Red Dust,1932,83,"Drama,Romance",7.3,3595,nm0281808,Victor Fleming
tt0023385,movie,Red-Headed Woman,1932,79,"Comedy,Romance",7.1,2509,nm0176699,Jack Conway
tt0023395,movie,East of Shanghai,1931,92,"Comedy,Drama,Romance",5.8,3799,nm0000033,Alfred Hitchcock
tt0023427,movie,Scarface,1932,93,"Action,Crime,Drama",7.8,23852,nm0001328,Howard Hawks
tt0023458,movie,Shanghai Express,1932,82,"Adventure,Drama,Romance",7.3,6926,nm0903049,Josef von Sternberg
tt0023470,movie,The Sign of the Cross,1932,108,"Drama,History",6.9,1859,nm0001124,Cecil B. DeMille
tt0023488,movie,Smilin' Through,1932,98,"Drama,Romance",6.9,1022,nm0291548,Sidney Franklin
tt0023491,movie,So Big!,1932,81,"Drama,Romance",6.9,1340,nm0920074,William A. Wellman
tt0023551,movie,Tarzan the Ape Man,1932,100,"Action,Adventure,Romance",7,6659,nm0886754,W.S. Van Dyke
tt0023556,movie,Taxi,1931,69,"Crime,Drama,Romance",6.7,1090,nm0215877,Roy Del Ruth
tt0023563,movie,The Testament of Dr. Mabuse,1933,122,"Crime,Horror,Mystery",8,10812,nm0000485,Fritz Lang
tt0023590,movie,Three on a Match,1932,63,"Crime,Drama,Romance",7.2,3128,nm0503777,Mervyn LeRoy
tt0023622,movie,Trouble in Paradise,1932,83,"Comedy,Crime,Romance",8,12128,nm0523932,Ernst Lubitsch
tt0023634,movie,"I Was Born, But...",1932,100,"Comedy,Drama",8,4505,nm0654868,Yasujirô Ozu
tt0023649,movie,Vampyr,1932,75,"Fantasy,Horror",7.6,14587,nm0003433,Carl Theodor Dreyer
tt0023686,movie,What Price Hollywood?,1932,88,Drama,7.1,2033,nm0002030,George Cukor
tt0023694,movie,White Zombie,1932,69,Horror,6.4,8706,nm0356931,Victor Halperin
tt0023731,movie,"20,000 Years in Sing Sing",1932,78,"Crime,Drama,Film-Noir",6.9,2244,nm0002031,Michael Curtiz
tt0023753,movie,Alice in Wonderland,1933,76,"Adventure,Family,Fantasy",6.4,1788,nm0572851,Norman Z. McLeod
tt0023775,movie,Baby Face,1933,71,"Drama,Romance",7.6,5801,nm0337586,Alfred E. Green
tt0023814,movie,The Bitter Tea of General Yen,1932,88,"Drama,Romance,War",7,3292,nm0001008,Frank Capra
tt0023825,movie,Bombshell,1933,96,"Comedy,Drama,Romance",7.1,2135,nm0281808,Victor Fleming
tt0023856,movie,Bureau of Missing Persons,1933,73,"Comedy,Crime,Drama",6.7,1024,nm0215877,Roy Del Ruth
tt0023871,movie,A Song of Lisbon,1933,85,"Comedy,Musical",7.7,1237,nm0183018,José Cottinelli Telmo
tt0023876,movie,Cavalcade,1933,112,"Drama,Romance,War",5.8,4193,nm0515979,Frank Lloyd
tt0023891,movie,Christopher Strong,1933,78,"Action,Adventure,Drama",6.3,1226,nm0002188,Dorothy Arzner
tt0023911,movie,Counsellor at Law,1933,82,"Comedy,Drama",7.5,1054,nm0943758,William Wyler
tt0023926,movie,Dancing Lady,1933,92,"Comedy,Musical,Romance",6.8,1905,nm0502752,Robert Z. Leonard
tt0023937,movie,Passing Fancy,1933,100,Drama,7.4,1176,nm0654868,Yasujirô Ozu
tt0023940,movie,Design for Living,1933,91,"Comedy,Romance",7.5,5317,nm0523932,Ernst Lubitsch
tt0023943,movie,The Devil's Brother,1933,90,"Comedy,Musical",7.1,1666,nm0730018,Hal Roach
tt0023948,movie,Dinner at Eight,1933,111,"Comedy,Drama",7.6,7134,nm0002030,George Cukor
tt0023969,movie,Duck Soup,1933,69,"Comedy,Musical,War",7.8,53539,nm0564970,Leo McCarey
tt0023986,movie,Employees' Entrance,1933,75,"Drama,Romance",7.2,1014,nm0215877,Roy Del Ruth
tt0023993,movie,Ex-Lady,1933,67,"Comedy,Drama",6.6,1103,nm0282984,Robert Florey
tt0024008,movie,Female,1933,60,"Comedy,Drama,Romance",6.7,1457,nm0002031,Michael Curtiz
tt0024025,movie,Flying Down to Rio,1933,89,"Comedy,Musical,Romance",6.6,3161,nm0293260,Thornton Freeland
tt0024028,movie,Footlight Parade,1933,104,"Comedy,Musical,Romance",7.6,4417,nm0045800,Lloyd Bacon
tt0024034,movie,42nd Street,1933,89,"Comedy,Musical,Romance",7.4,10085,nm0045800,Lloyd Bacon
tt0024044,movie,Gabriel Over the White House,1933,86,"Drama,Fantasy,Romance",6.4,1100,nm0478441,Gregory La Cava
tt0024055,movie,The Ghoul,1933,77,"Action,Drama,Horror",5.9,2114,nm0403054,T. Hayes Hunter
tt0024067,movie,Going Hollywood,1933,78,"Musical,Romance",6.1,1676,nm0909825,Raoul Walsh
tt0024069,movie,Gold Diggers of 1933,1933,97,"Comedy,Drama,Musical",7.7,6903,nm0503777,Mervyn LeRoy
tt0024087,movie,Hans Westmar,1933,95,Biography,6,1310,nm0921195,Franz Wenzler
tt0024115,movie,Heroes for Sale,1933,76,"Drama,War",7.4,1964,nm0920074,William A. Wellman
tt0024127,movie,Our Flags Lead Us Forward,1933,95,Drama,5.7,1601,nm0826094,Hans Steinhoff
tt0024130,movie,Hold Your Man,1933,87,"Drama,Romance",6.8,1227,nm0939992,Sam Wood
tt0024166,movie,I'm No Angel,1933,87,"Comedy,Musical,Romance",6.9,2761,nm0749484,Wesley Ruggles
tt0024183,movie,International House,1933,68,Comedy,7,1133,nm0840042,A. Edward Sutherland
tt0024184,movie,The Invisible Man,1933,71,"Comedy,Horror,Sci-Fi",7.7,27641,nm0001843,James Whale
tt0024188,movie,Island of Lost Souls,1932,70,"Horror,Sci-Fi",7.4,7687,nm0448915,Erle C. Kenton
tt0024210,movie,The Kennel Murder Case,1933,73,"Crime,Mystery",7,2763,nm0002031,Michael Curtiz
tt0024216,movie,King Kong,1933,100,"Adventure,Horror,Sci-Fi",7.9,75779,nm0178260,Merian C. Cooper
tt0024238,movie,Ladies They Talk About,1933,69,"Crime,Drama,Romance",6.7,1284,nm0107854,Howard Bretherton
tt0024239,movie,Lady Killer,1933,76,"Comedy,Crime",7,1489,nm0215877,Roy Del Ruth
tt0024240,movie,Lady for a Day,1933,96,"Comedy,Drama",7.4,3564,nm0001008,Frank Capra
tt0024252,movie,Liebelei,1933,88,"Drama,Romance",7.5,1242,nm0649097,Max Ophüls
tt0024264,movie,Little Women,1933,115,"Drama,Family,Romance",7.2,5986,nm0002030,George Cukor
tt0024302,movie,Man's Castle,1933,75,"Drama,Romance",7.2,1277,nm0097648,Frank Borzage
tt0024314,movie,The Mayor of Hell,1933,90,"Crime,Drama,Romance",7,1310,nm0562845,Archie Mayo
tt0024334,movie,Midnight Mary,1933,74,"Crime,Drama,Romance",7,1152,nm0920074,William A. Wellman
tt0024353,movie,Morning Glory,1933,74,"Drama,Romance",6.5,2481,nm0792514,Lowell Sherman
tt0024368,movie,Mystery of the Wax Museum,1933,77,"Horror,Mystery,Thriller",6.8,4312,nm0002031,Michael Curtiz
tt0024433,movie,Peg o' My Heart,1933,87,"Drama,Romance",6.3,1337,nm0502752,Robert Z. Leonard
tt0024450,movie,Picture Snatcher,1933,77,"Crime,Drama",7.1,1309,nm0045800,Lloyd Bacon
tt0024473,movie,The Private Life of Henry VIII.,1933,97,"Biography,Comedy,Drama",7.1,3445,nm0466099,Alexander Korda
tt0024481,movie,Queen Christina,1933,99,"Biography,Drama,History",7.6,6789,nm0541149,Rouben Mamoulian
tt0024548,movie,She Done Him Wrong,1933,66,"Comedy,Drama,History",6.4,5087,nm0792514,Lowell Sherman
tt0024593,movie,Son of Kong,1933,70,"Adventure,Comedy",5.7,3727,nm0774325,Ernest B. Schoedsack
tt0024601,movie,Sons of the Desert,1933,68,Comedy,7.6,7389,nm0782682,William A. Seiter
tt0024617,movie,The Story of Temple Drake,1933,70,Drama,7.1,1063,nm0731596,Stephen Roberts
tt0024727,movie,The Vampire Bat,1933,65,"Drama,Horror,Mystery",5.7,2039,nm0833965,Frank R. Strayer
tt0024747,movie,Strauss' Great Waltz,1934,81,"Biography,Music,Romance",6,1184,nm0000033,Alfred Hitchcock
tt0024772,movie,Wild Boys of the Road,1933,68,"Adventure,Drama",7.5,1721,nm0920074,William A. Wellman
tt0024831,movie,Anne of Green Gables,1934,78,"Comedy,Drama,Family",7,1000,nm0629519,George Nichols Jr.
tt0024844,movie,L'Atalante,1934,89,"Comedy,Drama,Romance",7.8,13547,nm0897118,Jean Vigo
tt0024852,movie,March of the Wooden Soldiers,1934,77,"Comedy,Family,Fantasy",7.2,5780,nm0576940,Gus Meins
tt0024865,movie,The Barretts of Wimpole Street,1934,109,"Biography,Drama,Romance",7,1497,nm0291548,Sidney Franklin
tt0024894,movie,The Black Cat,1934,65,"Adventure,Crime,Horror",7,8745,nm0880618,Edgar G. Ulmer
tt0024902,movie,Blue Steel,1934,54,"Action,Adventure,Drama",5.4,1303,nm0102908,Robert N. Bradbury
tt0024914,movie,Bright Eyes,1934,85,"Comedy,Drama,Family",7.3,1929,nm0124877,David Butler
tt0024961,movie,The Cat's-Paw,1934,102,Comedy,6.7,1084,nm0853130,Sam Taylor
tt0024966,movie,Chapayev,1934,93,"Biography,Drama,History",7.3,1076,nm0890574,Sergey Vasilev
tt0024968,movie,Charlie Chan in London,1934,79,"Crime,Drama,Mystery",7.1,1743,nm0285946,Eugene Forde
tt0024991,movie,Cleopatra,1934,100,"Biography,Drama,History",6.8,3196,nm0001124,Cecil B. DeMille
tt0025004,movie,The Count of Monte Cristo,1934,113,"Action,Adventure,Drama",7.5,2305,nm0498174,Rowland V. Lee
tt0025028,movie,Dames,1934,91,"Comedy,Musical,Romance",7.1,1732,nm0258015,Ray Enright
tt0025037,movie,Death Takes a Holiday,1934,79,"Drama,Fantasy,Romance",7.1,1553,nm0500552,Mitchell Leisen
tt0025091,movie,Evelyn Prentice,1934,79,"Drama,Mystery,Romance",6.9,1327,nm0397678,William K. Howard
tt0025101,movie,Fashions of 1934,1934,78,"Comedy,Drama,Musical",6.8,1252,nm0226189,William Dieterle
tt0025129,movie,Fog Over Frisco,1934,68,"Crime,Mystery,Thriller",6.7,1343,nm0226189,William Dieterle
tt0025132,movie,Forsaking All Others,1934,83,"Comedy,Drama,Romance",6.4,1018,nm0886754,W.S. Van Dyke
tt0025164,movie,The Gay Divorcee,1934,107,"Comedy,Musical,Romance",7.5,6487,nm0762263,Mark Sandrich
tt0025173,movie,The Girl from Missouri,1934,75,"Comedy,Drama,Romance",6.6,1006,nm0176699,Jack Conway
tt0025301,movie,Imitation of Life,1934,111,"Drama,Romance",7.5,3888,nm0821472,John M. Stahl
tt0025316,movie,It Happened One Night,1934,105,"Comedy,Romance",8.1,88000,nm0001008,Frank Capra
tt0025318,movie,It's a Gift,1934,68,Comedy,7.2,4655,nm0572851,Norman Z. McLeod
tt0025330,movie,Jimmy the Gent,1934,67,"Comedy,Crime,Drama",6.8,1497,nm0002031,Michael Curtiz
tt0025335,movie,Judge Priest,1934,80,"Comedy,Drama,Romance",6.3,1806,nm0000406,John Ford
tt0025410,movie,Little Miss Marker,1934,80,"Comedy,Drama,Family",7.1,1132,nm0355284,Alexander Hall
tt0025423,movie,The Lost Patrol,1934,73,"Adventure,War",6.9,2815,nm0000406,John Ford
tt0025452,movie,The Man Who Knew Too Much,1934,75,"Crime,Mystery,Thriller",6.8,15855,nm0000033,Alfred Hitchcock
tt0025456,movie,Man of Aran,1934,76,Documentary,7.3,1850,nm0280904,Robert J. Flaherty
tt0025464,movie,Manhattan Melodrama,1934,93,"Crime,Drama,Romance",7.2,3357,nm0886754,W.S. Van Dyke
tt0025465,movie,Maniac,1934,51,Horror,3.6,2004,nm0260871,Dwain Esper
tt0025493,movie,The Merry Widow,1934,99,"Comedy,Musical,Romance",7.2,2419,nm0523932,Ernst Lubitsch
tt0025509,movie,Les Misérables,1934,281,Drama,8.2,1449,nm0076368,Raymond Bernard
tt0025586,movie,Of Human Bondage,1934,83,"Drama,Romance",7.2,5793,nm0188669,John Cromwell
tt0025607,movie,Operator 13,1934,85,"Drama,History,Romance",6.1,1261,nm0092915,Richard Boleslawski
tt0025610,movie,Our Daily Bread,1934,80,"Drama,Romance",7,1309,nm0896542,King Vidor
tt0025617,movie,The Painted Veil,1934,85,"Drama,Romance",6.6,1207,nm0092915,Richard Boleslawski
tt0025740,movie,Sadie McKee,1934,93,"Drama,Romance",6.8,1038,nm0113284,Clarence Brown
tt0025746,movie,The Scarlet Empress,1934,104,"Drama,History,Romance",7.6,5415,nm0903049,Josef von Sternberg
tt0025748,movie,The Scarlet Pimpernel,1934,97,"Adventure,Drama",7.4,3647,nm0949597,Harold Young
tt0025862,movie,Tarzan and His Mate,1934,104,"Action,Adventure",7.3,4581,nm0316539,Cedric Gibbons
tt0025878,movie,The Thin Man,1934,91,"Comedy,Crime,Mystery",8,25024,nm0886754,W.S. Van Dyke
tt0025898,movie,Toni,1935,84,"Crime,Drama,Romance",7.2,1380,nm0719756,Jean Renoir
tt0025907,movie,Treasure Island,1934,110,"Adventure,Family",7.1,2277,nm0281808,Victor Fleming
tt0025913,movie,Triumph of the Will,1935,114,"Documentary,History,War",7.3,14231,nm0726166,Leni Riefenstahl
tt0025919,movie,Twentieth Century,1934,91,"Comedy,Romance",7.4,5498,nm0001328,Howard Hawks
tt0025929,movie,A Story of Floating Weeds,1934,86,Drama,7.8,2702,nm0654868,Yasujirô Ozu
tt0025948,movie,Viva Villa!,1934,115,"Biography,Western",6.4,1092,nm0176699,Jack Conway
tt0026029,movie,The 39 Steps,1935,86,"Film-Noir,Mystery,Thriller",7.7,48527,nm0000033,Alfred Hitchcock
tt0026056,movie,Alice Adams,1935,99,"Comedy,Drama,Romance",6.9,3543,nm0828419,George Stevens
tt0026071,movie,Anna Karenina,1935,95,"Drama,Romance",7,4739,nm0113284,Clarence Brown
tt0026073,movie,Annie Oakley,1935,90,"Biography,Drama,Western",6.7,1452,nm0828419,George Stevens
tt0026097,movie,Barbary Coast,1935,91,"Adventure,Drama,Romance",6.8,1420,nm0001328,Howard Hawks
tt0026123,movie,The Black Room,1935,68,"Crime,Horror",7,1548,nm0624756,Roy William Neill
tt0026126,movie,Bonnie Scotland,1935,80,Comedy,6.9,1687,nm0395023,James W. Horne
tt0026129,movie,Bordertown,1935,90,"Crime,Drama",6.9,1432,nm0562845,Archie Mayo
tt0026138,movie,Bride of Frankenstein,1935,75,"Drama,Horror,Sci-Fi",7.8,40900,nm0001843,James Whale
tt0026144,movie,Broadway Melody of 1936,1935,101,"Musical,Romance",6.8,1438,nm0215877,Roy Del Ruth
tt0026164,movie,Call of the Wild,1935,89,"Action,Adventure,Drama",6.8,1682,nm0920074,William A. Wellman
tt0026174,movie,Captain Blood,1935,119,"Action,Adventure",7.7,12231,nm0002031,Michael Curtiz
tt0026197,movie,Charlie Chan in Egypt,1935,73,"Crime,Drama,Mystery",6.8,1741,nm0003422,Louis King
tt0026198,movie,Charlie Chan in Paris,1935,72,"Comedy,Crime,Drama",7.2,1405,nm0782597,Lewis Seiler
tt0026199,movie,Charlie Chan in Shanghai,1935,71,"Crime,Drama,Mystery",7.1,1266,nm0864006,James Tinling
tt0026205,movie,China Seas,1935,87,"Action,Adventure,Drama",7,2117,nm0307819,Tay Garnett
tt0026246,movie,Crime and Punishment,1935,88,"Crime,Drama",7,1638,nm0903049,Josef von Sternberg
tt0026252,movie,Curly Top,1935,75,"Family,Musical,Romance",6.9,1583,nm0191899,Irving Cummings
tt0026261,movie,Dangerous,1935,79,Drama,6.9,2646,nm0337586,Alfred E. Green
tt0026266,movie,David Copperfield,1935,130,"Adventure,Drama,Romance",7.4,3555,nm0002030,George Cukor
tt0026276,movie,The Devil Is a Woman,1935,79,"Comedy,Drama,Romance",7,2813,nm0903049,Josef von Sternberg
tt0026388,movie,Front Page Woman,1935,82,"Comedy,Romance",6.7,1202,nm0002031,Michael Curtiz
tt0026393,movie,'G' Men,1935,85,"Crime,Drama,Film-Noir",7.2,3321,nm0445033,William Keighley
tt0026406,movie,The Ghost Goes West,1935,95,"Comedy,Fantasy,Horror",6.8,1596,nm0163229,René Clair
tt0026413,movie,The Girl from 10th Avenue,1935,69,Drama,6.8,1021,nm0337586,Alfred E. Green
tt0026421,movie,Gold Diggers of 1935,1935,95,"Comedy,Musical",6.9,2341,nm0000923,Busby Berkeley
tt0026424,movie,The Good Fairy,1935,98,"Comedy,Romance",7.5,1142,nm0943758,William Wyler
tt0026452,movie,Hands Across the Table,1935,80,"Comedy,Romance",7,1421,nm0500552,Mitchell Leisen
tt0026519,movie,If You Could Only Cook,1935,72,"Comedy,Romance",7,1034,nm0782682,William A. Seiter
tt0026529,movie,The Informer,1935,91,"Crime,Drama",7.5,5326,nm0000406,John Ford
tt0026564,movie,Carnival in Flanders,1935,110,"Comedy,History,Romance",7.5,1115,nm0275494,Jacques Feyder
tt0026641,movie,The Littlest Rebel,1935,73,"Comedy,Drama,Family",6.9,1310,nm0124877,David Butler
tt0026643,movie,The Lives of a Bengal Lancer,1935,109,"Adventure,Drama,War",7.1,2450,nm0368871,Henry Hathaway
tt0026663,movie,Mad Love,1935,68,"Horror,Romance,Sci-Fi",7.3,4167,nm0005713,Karl Freund
tt0026676,movie,Man on the Flying Trapeze,1935,66,Comedy,7.5,1036,nm0115669,Clyde Bruckman
tt0026685,movie,Mark of the Vampire,1935,60,"Horror,Mystery",6.3,4067,nm0115218,Tod Browning
tt0026714,movie,A Midsummer Night's Dream,1935,133,"Comedy,Fantasy,Romance",6.9,2993,nm0226189,William Dieterle
tt0026725,movie,Les Misérables,1935,108,"Drama,History,Romance",7.6,3178,nm0092915,Richard Boleslawski
tt0026752,movie,Mutiny on the Bounty,1935,132,"Adventure,Biography,Drama",7.7,19636,nm0515979,Frank Lloyd
tt0026768,movie,Naughty Marietta,1935,105,"Drama,Musical,Romance",6.7,1120,nm0502752,Robert Z. Leonard
tt0026778,movie,A Night at the Opera,1935,96,"Comedy,Music,Musical",7.9,29320,nm0939992,Sam Wood
tt0026840,movie,Page Miss Glory,1935,93,"Comedy,Music,Romance",6.7,1185,nm0503777,Mervyn LeRoy
tt0026866,movie,Peter Ibbetson,1935,85,"Drama,Fantasy,Romance",7.1,1730,nm0368871,Henry Hathaway
tt0026912,movie,The Raven,1935,61,"Crime,Horror",7,4268,nm0484645,Lew Landers
tt0026942,movie,Roberta,1935,106,"Comedy,Musical,Romance",7.1,2769,nm0782682,William A. Seiter
tt0026955,movie,Ruggles of Red Gap,1935,90,"Comedy,Romance",7.6,3493,nm0564970,Leo McCarey
tt0026972,movie,Scrooge,1935,78,"Drama,Family,Fantasy",6.6,1789,nm0250038,Henry Edwards
tt0026983,movie,She,1935,101,"Adventure,Fantasy,Romance",6.5,1374,nm0390226,Lansing C. Holden
tt0027040,movie,Star of Midnight,1935,90,"Comedy,Mystery,Romance",6.7,1042,nm0731596,Stephen Roberts
tt0027067,movie,Sylvia Scarlett,1935,95,"Comedy,Drama,Romance",6.2,3387,nm0002030,George Cukor
tt0027075,movie,A Tale of Two Cities,1935,128,"Drama,History,Romance",7.8,4857,nm0176699,Jack Conway
tt0027118,movie,An Inn in Tokyo,1935,80,Drama,7.7,1179,nm0654868,Yasujirô Ozu
tt0027125,movie,Top Hat,1935,101,"Comedy,Musical,Romance",7.8,16318,nm0762263,Mark Sandrich
tt0027194,movie,Werewolf of London,1935,75,"Drama,Fantasy,Horror",6.4,4494,nm0908234,Stuart Walker
tt0027214,movie,The Whole Town's Talking,1935,93,"Comedy,Crime,Drama",7.3,1968,nm0000406,John Ford
tt0027260,movie,After the Thin Man,1936,112,"Comedy,Crime,Mystery",7.7,8911,nm0886754,W.S. Van Dyke
